1:  17/63x48÷17=
6192:  59+36÷94=
6193:  (43-40)-76/78=
6194:  70/28-(71÷44)=
6195:  (99-92)÷17=
6196:  67÷(72x4)=
6197:  (56+17)/99÷36=
6198:  (80÷11)/15÷1=
6199:  93-(82-57)=
6200:  (73-69)/76+16=
6201:  79÷(96-1)=
6202:  98+12-54=
6203:  93x8+72=
6204:  19+47/51x82/27=
6205:  21+98x93=
6206:  58÷(69+15)=
6207:  (63÷22)+49=
6208:  (68x70)+6=
6209:  (52+42)+17=
6210:  84x(95÷77)=
6211:  (37x44)x28/2=
6212:  (21+90)x58=
6213:  (12x16)÷100=
6214:  28x99/65÷27=
6215:  (60x37)-98=
6216:  29+38+32=
6217:  1/100x(26÷9)=
6218:  (83-77)x75=
6219:  14÷(44-36)=
6220:  (71-66)x70=
6221:  29+39÷79=
6222:  63-6+40=
6223:  (87/68+21)+27=
6224:  35-24÷21/15=
6225:  (64+51)+55=
6226:  (4+21)x52=
6227:  (84÷82)/65+6=
6228:  68÷42-38/78=
6229:  29x(16x69)/61=
6230:  26-25/89+62=
6231:  (92+40)-91=
6232:  72+38÷88=
6233:  68x31-27=
6234:  34+(49x36)=
6235:  (76÷40)/49÷52/30=
6236:  44x(59x57)/71=
6237:  (98-37)x11=
6238:  26/21÷(79x61)=
6239:  90-63÷42=
6240:  79÷50/13+24=
6241:  69÷5/58÷12=
6242:  (78+51)÷46=
6243:  49+(1+15)=
6244:  3÷(12/63+8)=
6245:  15+56/4÷58=
6246:  26÷58÷9=
6247:  (11+86)/48÷11=
6248:  (83x99)+65/57=
6249:  66x19+34=
6250:  72/90+27+9=
6251:  8x72-38=
6252:  15-(98/87x35)/26=
6253:  (30-23)÷75=
6254:  60÷54+40/69=
6255:  59-(92+77)/23=
6256:  91÷(21/81÷13)=
6257:  3+(69÷92)/11=
6258:  (42x81)-1=
6259:  81x(97÷32)=
6260:  (83/78x10)/24x10=
6261:  50x(98÷74)=
6262:  46/96+28x99=
6263:  49+(80x43)=
6264:  47+(50+78)=
6265:  12/24x(95x77)/23=
6266:  (64x5)+90/2=
6267:  (12+39)x52/97=
6268:  (67÷87)x56=
6269:  3x(70x37)/84=
6270:  26-70÷18=
6271:  39/31+(100/82÷88)=
6272:  (58x50)+62=
6273:  (75÷44)/8÷61/56=
6274:  89-(18÷74)/80=
6275:  54-3/94x53=
6276:  (59x2)/29÷54=
6277:  73÷97x61=
6278:  59÷(29x94)=
6279:  13x(50÷22)=
6280:  (62÷87)÷56=
6281:  20/28÷60x49=
6282:  (33÷10)÷44=
6283:  18÷13÷19=
6284:  75/13÷52/29÷84=
6285:  70÷(33/100x92)=
6286:  (40+6)x12=
6287:  54+(19÷22)=
6288:  43+33/89÷90/24=
6289:  (11-7)+1=
6290:  83/57+34+40=
6291:  2/56÷(65÷54)=
6292:  49-46-7/90=
6293:  29+92+22=
6294:  40x(53÷45)=
6295:  (66÷93)÷33=
6296:  (82x34)÷11=
6297:  (32x62)+29/25=
6298:  (72÷13)+27=
6299:  73÷60+10=
6300:  97+54/71÷43/4=
6301:  5÷(71+92)=
6302:  (31÷38)+19=
6303:  33÷(97-87)=
6304:  75+83÷7=
6305:  (86x94)x92=
6306:  (98+96)-14=
6307:  29+44+85=
6308:  72x15-97/74=
6309:  5+85-44=
6310:  (16x56)x85/66=
6311:  58÷73x97=
6312:  (54/78x70)÷10=
6313:  72/46÷44x97=
6314:  4+(15/86x23)=
6315:  (34x8)x88=
6316:  (59-23)/22x25/38=
6317:  (73-7)+23=
6318:  1-53÷64=
6319:  29+(69+95)=
6320:  90/76+(94x21)=
6321:  (80+91)/77÷45=
6322:  (79+10)x64=
6323:  99-58/16x9=
6324:  14÷83x51=
6325:  60÷22x7=
6326:  71+46÷27=
6327:  10+35+49/64=
6328:  89-56+89=
6329:  46÷10÷73=
6330:  57x(47+48)=
6331:  9+(60÷85)=
6332:  71-50+53/54=
6333:  47+100÷9=
6334:  (15x75)÷4/59=
6335:  6÷(47+75)=
6336:  (73÷87)+38=
6337:  63/94÷44+7=
6338:  87-86+86=
6339:  28÷8/21x58=
6340:  73÷(43x4)=
6341:  77x52/3+20=
6342:  46x(25x14)=
6343:  2+24/87÷13=
6344:  80/74x(80-54)=
6345:  64/72+86/89x52=
6346:  (86x55)/98÷59/1=
6347:  100/3÷28/67+7/9=
6348:  29x(8+50)=
6349:  (55x54)/61x58/26=
6350:  (76÷60)+28=
6351:  19+(98÷92)=
6352:  (31+63)+11=
6353:  57+(64x42)/46=
6354:  38÷67x29=
6355:  (32-13)-14=
6356:  (61x66)÷38=
6357:  56/75÷(72+81)=
6358:  (69+8)x4=
6359:  (35x80)x32/36=
6360:  (80x40)+55=
6361:  63+70/27+95=
6362:  5+(19x2)=
6363:  95x(46/40+42)=
6364:  31-(89÷39)=
6365:  (65x90)-97=
6366:  45+42x34=
6367:  12/41x40+65/8=
6368:  (54+92)+15=
6369:  (86÷44)+60=
6370:  (56x57)÷61=
6371:  (14+34)-75/3=
6372:  46+75x12=
6373:  81-(64÷54)=
6374:  33/32x(42x99)=
6375:  (56x63)-99=
6376:  54-32/42÷84=
6377:  (59-26)÷26=
6378:  77-(54/4÷97)/63=
6379:  84÷(96-94)/78=
6380:  9÷88÷9/67=
6381:  12-19/11÷30=
6382:  (37x64)x67=
6383:  (78-56)+84=
6384:  30/46x(60+89)=
6385:  (2+76)÷87=
6386:  53+17/68x91=
6387:  65/15x11x84=
6388:  66÷63÷57=
6389:  54/92+70+49=
6390:  (37÷17)/35+93=
6391:  11x46/66+53/90=
6392:  74+(99/61+70)=
6393:  87+99-93=
6394:  65/50x8x78/94=
6395:  (52÷86)x35=
6396:  (27x10)-92=
6397:  38÷(63-23)=
6398:  (98÷1)x86/35=
6399:  (92+26)÷66=
6400:  9-(91x1)/49=
6401:  82-(47/18+21)=
6402:  (55x87)÷56=
6403:  (41÷53)+22=
6404:  19÷(36+12)=
6405:  (11÷73)÷40=
6406:  (85-49)÷57=
6407:  52÷(1/85x97)=
6408:  (39+39)/74x40=
6409:  5+(52-40)=
6410:  88÷31+85=
6411:  88+(87-49)=
6412:  57x(74-15)=
6413:  42x73÷87=
6414:  (65÷98)÷68/20=
6415:  (17/51x27)x62=
6416:  85-(69+9)=
6417:  66x11/49x90=
6418:  25x(49+45)/23=
6419:  (20+30)/56x15=
6420:  15-76/8+4=
6421:  (83+29)+67=
6422:  89+94÷61/15=
6423:  (68-67)÷67=
6424:  5/74x(40x42)=
6425:  (93+19)-22=
6426:  81+(48+82)=
6427:  (18x36)x24=
6428:  73/51÷51/23÷15=
6429:  79-28+81=
6430:  81+100-80=
6431:  (9+43)+55=
6432:  36÷43÷9=
6433:  96/88+(12+84)=
6434:  30÷(54-35)=
6435:  3+96÷30=
6436:  (86x4)÷67=
6437:  54/82÷96÷19=
6438:  96÷(84/33+83)/91=
6439:  (78+89)÷54=
6440:  17+48x88=
6441:  73x71-70=
6442:  83/8÷34x43=
6443:  29÷17x9=
6444:  (7/17+89)+95/13=
6445:  (76x77)÷99/27=
6446:  (51÷81)÷24/30=
6447:  84÷(35÷80)=
6448:  (72+99)x18=
6449:  (40÷71)/54÷32=
6450:  33/17÷88+78/48=
6451:  (22+18)÷64=
6452:  67/63x72x50=
6453:  24/11+(3÷78)=
6454:  (50x14)+38=
6455:  40x(65-33)=
6456:  (74x48)x87=
6457:  (50+55)/19+75=
6458:  (61÷6)+28/10=
6459:  85+29÷56=
6460:  53x(77-17)/79=
6461:  84÷(83-21)/51=
6462:  (8x91)÷54=
6463:  (14x45)x100/8=
6464:  34+3÷25=
6465:  98÷(90-1)=
6466:  12-57/99÷27=
6467:  66+60-82=
6468:  (80+2)/57-13/54=
6469:  91x4/33x66=
6470:  (43x40)/24+76=
6471:  (71+5)÷34=
6472:  (26x34)÷9=
6473:  44-(37+40)/22=
6474:  (66+54)/14+50/95=
6475:  35x2÷4=
6476:  70/93+76÷47=
6477:  25+7÷96=
6478:  (54+8)x67=
6479:  53÷(31+91)=
6480:  11÷12x55=
6481:  85+89+65=
6482:  (30÷34)x4=
6483:  (42÷68)x3=
6484:  (41x40)/18+62=
6485:  9-40/76÷43=
6486:  90÷64+70=
6487:  40÷(58/47+23)=
6488:  11+(41-25)=
6489:  (55/41x47)÷37=
6490:  (99/49+46)+31=
6491:  31/63x(94+5)=
6492:  38/8-(76÷64)=
6493:  (44x23)/40+50=
6494:  36+92/43+71=
6495:  (48÷28)-8/24=
6496:  (97x100)/50+22/55=
6497:  25x60÷6=
6498:  (35+89)-57/82=
6499:  (89÷43)+25=
6500:  (11÷14)x24=
6501:  36x(79/55÷87)=
6502:  23-78/33+66=
6503:  72x(55+4)/53=
6504:  52-63÷24=
6505:  (57x26)/22-77/64=
6506:  93/8-48/70-23/17=
6507:  97-23+78=
6508:  76-(59÷31)=
6509:  (93+39)+65=
6510:  93÷84-3/88=
6511:  95-55÷28=
6512:  (25x74)+36=
6513:  35+50-52/76=
6514:  93÷99÷88/90=
6515:  72x81/1÷86=
6516:  4/90÷3x1=
6517:  (9+48)x56/74=
6518:  (61/21÷15)+16/25=
6519:  (1+46)/97+13=
6520:  57-63÷93=
6521:  79+(3+66)=
6522:  (94x82)/25+27/88=
6523:  59+2-51=
6524:  (76/9+82)x55=
6525:  29/45÷86+75/100=
6526:  36÷(4÷6)=
6527:  (4x15)÷46=
6528:  23x24-24/53=
6529:  13x(100-63)/34=
6530:  62-30÷40=
6531:  (35+31)/77x11=
6532:  (16÷6)÷8=
6533:  (76-1)+84=
6534:  79/60+(73-26)/61=
6535:  21x18÷92=
6536:  79÷(40+98)=
6537:  57x(69x22)/59=
6538:  26x24x10=
6539:  (43/34x62)/26+50=
6540:  (43÷8)x1/3=
6541:  62/87÷50x19=
6542:  68+(42/62÷80)=
6543:  (92÷33)÷3=
6544:  94+34/81-3=
6545:  14÷88+28=
6546:  30-1-85/54=
6547:  33+(21÷99)=
6548:  14÷(94x58)=
6549:  99+89÷30/9=
6550:  55x6÷41=
6551:  37÷41+17=
6552:  24x(68÷52)/74=
6553:  (83x90)÷61=
6554:  (49/16x63)-51=
6555:  16/16+(5/56x43)=
6556:  47+69x37=
6557:  78+35÷54=
6558:  36÷(97-61)=
6559:  93/21x(90÷64)=
6560:  5+30÷20=
6561:  84x(86+41)=
6562:  100x(41÷5)=
6563:  (6÷39)x38=
6564:  (66x72)x80=
6565:  40+(61x6)=
6566:  100+(5x87)=
6567:  8/62x(56-37)=
6568:  (80/4x100)+99/80=
6569:  44x(97÷65)/47=
6570:  67÷4÷8=
6571:  63/28x(82x5)=
6572:  33-(8÷23)=
6573:  76/33x73+14=
6574:  56/34x(19/41÷26)=
6575:  7÷59x73=
6576:  (16x89)-96=
6577:  (71x69)÷97=
6578:  61x6÷96/76=
6579:  (4+87)÷29=
6580:  74x23÷67=
6581:  82÷(92+1)=
6582:  (83/93x10)-8/20=
6583:  (48+84)/85+2=
6584:  47x(56÷7)=
6585:  (7x29)÷73=
6586:  59x(18/63+61)/37=
6587:  (34÷39)x47=
6588:  (6÷96)+22/86=
6589:  (45/44x56)x19/31=
6590:  (94÷62)x35=
6591:  48-(89-47)/10=
6592:  (55x97)+84/29=
6593:  51+(14-8)=
6594:  (3÷34)/65+86=
6595:  62+(58x68)=
6596:  33÷20x87=
6597:  (94+16)÷54=
6598:  (97+7)x83=
6599:  94÷3÷33=
6600:  2/79+62-52=
6601:  40+82x50=
6602:  68-85/43+79=
6603:  (66+8)-9=
6604:  (57÷53)/70+97=
6605:  38x25+12/98=
6606:  (96x75)+26=
6607:  13/21÷56÷3=
6608:  80-42÷15=
6609:  (7+3)x89/54=
6610:  81x(95/47+94)=
6611:  65x53-94=
6612:  88+18x36=
6613:  (2x81)+36=
6614:  (92+14)/81+64=
6615:  16÷(40-35)=
6616:  (86-32)x17/30=
6617:  94÷57x24=
6618:  74x8/60÷48=
6619:  55-31x1=
6620:  80÷99÷5=
6621:  (86x95)/9x95=
6622:  (29x46)+54=
6623:  52x(86x3)=
6624:  19x(98/91÷93)=
6625:  (42÷6)x53=
6626:  61-6÷56=
6627:  36/13-16÷9=
6628:  (9x52)x65=
6629:  (77÷10)-74/12=
6630:  (63÷12)-93/40=
6631:  100/6÷(93x64)=
6632:  (21x62)x9/76=
6633:  59÷(54+50)=
6634:  (64/3-3)+26=
6635:  92÷66+19=
6636:  76+51÷99=
6637:  39÷86/18+19=
6638:  (73-69)x9=
6639:  (6/19+33)+4=
6640:  (24/82+90)-21=
6641:  14x(100x62)/36=
6642:  (10÷15)+41=
6643:  (41÷85)/8+9=
6644:  (53x41)x47=
6645:  (15+48)-40=
6646:  (49x86)÷11=
6647:  (15+97)x91/28=
6648:  56x(92÷67)=
6649:  (29÷51)x91=
6650:  84x38/16x29=
6651:  (16+24)+81=
6652:  (86-84)+85/35=
6653:  5x37+90=
6654:  50÷(36+91)=
6655:  (98÷14)/77÷38=
6656:  (100÷95)x52=
6657:  (3x36)x59/98=
6658:  (90x83)/42+70=
6659:  82x(33+52)=
6660:  95x35/79x92=
6661:  (93x90)-49=
6662:  41+(32-15)=
6663:  70+(43/53+30)/37=
6664:  3÷67+3=
6665:  (94x64)÷15=
6666:  (16+80)x31=
6667:  53-(40/49+52)=
6668:  36/52x(58/80÷69)=
6669:  32+75÷75=
6670:  79÷(69/72+58)/30=
6671:  16x(52÷15)=
6672:  (35x7)/65x1=
6673:  53-58÷83/60=
6674:  49÷44+23=
6675:  100/45÷8x78/74=
6676:  24x(52/39+52)=
6677:  70÷(35÷58)=
6678:  61x62÷41=
6679:  (62-14)-32=
6680:  89/80÷23/99÷83=
6681:  5/19+33x42=
6682:  78÷(88-35)=
6683:  37+(45/36÷22)=
6684:  (70/12x51)÷61/75=
6685:  81+85-95=
6686:  46-43+11=
6687:  52x92/50÷21=
6688:  18+(32+72)=
6689:  (14+62)÷91=
6690:  11+43+2/40=
6691:  (46-6)÷96=
6692:  (68x57)/62÷10=
6693:  (79x18)x50=
6694:  82÷66x30=
6695:  92+91/71x7=
6696:  11x3x63/65=
6697:  87/50+38-29=
6698:  19/2+61/3+87=
6699:  77x(97+79)=
6700:  85+(72+6)=
6701:  70÷13x57=
6702:  (77x87)+40=
6703:  (95+26)-16=
6704:  66/13+51x97=
6705:  74x(21x2)/67=
6706:  17/23x62+12=
6707:  21-66/75-7=
6708:  94÷44+94=
6709:  (69/42x55)+40=
6710:  38x20+20=
6711:  73x40+33=
6712:  98/15÷(77x27)/1=
6713:  77x18x22=
6714:  53+51/22÷93=
6715:  66/85÷(27x68)=
6716:  (71/85÷74)÷19=
6717:  29x(37/94÷55)/54=
6718:  (44+40)+59=
6719:  70-(8÷96)=
6720:  40x56/6x52=
6721:  (92/85x47)÷23=
6722:  61/42x(41÷77)=
6723:  (99÷83)-28/73=
6724:  96÷(4+100)=
6725:  30÷97x38=
6726:  (91-90)x23=
6727:  35÷(22x81)=
6728:  19x(16/48÷49)=
6729:  84x84-37=
6730:  (39x28)x73=
6731:  46+16x5/53=
6732:  86÷(21÷37)/9=
6733:  92÷(92/51+99)=
6734:  10+43-37=
6735:  (10+73)÷70=
6736:  83x(39÷67)/10=
6737:  (74/72÷81)/61+97=
6738:  70/5x(47x72)=
6739:  63x(92÷6)=
6740:  (66+60)x6/16=
6741:  90÷62/35x46=
6742:  59+40/68+69=
6743:  60÷16÷55=
6744:  35+74+57/33=
6745:  (77÷72)+25=
6746:  94-(10x43)/72=
6747:  96+60x30=
6748:  (18+75)÷29=
6749:  (97÷23)+54=
6750:  52+(98/66+24)=
6751:  84+(11/78x32)=
6752:  76x(61/10+10)/83=
6753:  76x(12÷70)=
6754:  72+(96+51)/98=
6755:  16/99x(53x80)=
6756:  (56÷94)x23=
6757:  (64x18)/8+62/61=
6758:  81÷(27/6+6)=
6759:  42x92/27÷82=
6760:  (66÷86)x22/49=
6761:  69-20/97-7=
6762:  72÷(74x24)/23=
6763:  (53/91+73)-36=
6764:  (24x10)-47=
6765:  (89x74)/85-75=
6766:  (14+97)-75=
6767:  15/92x15x90=
6768:  (32+43)/20÷32=
6769:  96/10x(72÷20)=
6770:  99+(34÷76)=
6771:  56÷(53÷23)=
6772:  75x(24+34)=
6773:  55÷(20/5+93)=
6774:  84÷(42/97+12)=
6775:  67/27+2x96=
6776:  33x(17-16)=
6777:  68÷(34+3)=
6778:  24/92x92x85=
6779:  68+(85/15÷24)=
6780:  65/5÷(67/21÷26)=
6781:  11+63+91=
6782:  (73+25)+9/55=
6783:  (52x97)÷88/88=
6784:  68/85+79-37=
6785:  (48x41)-82=
6786:  (43+77)+68=
6787:  (82-15)-22=
6788:  6+(96÷78)=
6789:  (35-19)/9÷96=
6790:  5+39-34=
6791:  23x94+27=
6792:  56x(72÷65)=
6793:  95÷69/57+56/77=
6794:  78÷53/60÷92=
6795:  (90÷94)/26+11=
6796:  7÷40+81=
6797:  19x(64÷44)=
6798:  53x42-38=
6799:  33÷51/7+92=
6800:  (19/9x51)x96=
6801:  (11+50)+58=
6802:  (60÷63)÷84/17=
6803:  12x68-14=
6804:  92-30+10/57=
6805:  33x97+21/31=
6806:  7/28÷20x60=
6807:  (18x8)+43=
6808:  61/18÷80÷55=
6809:  48÷(96÷1)=
6810:  66/31-45÷69=
6811:  74/42+28+3=
6812:  52+84-65=
6813:  53÷(84+38)/51=
6814:  54÷(7/33÷70)=
6815:  (93x38)x62=
6816:  9+(82-6)=
6817:  90÷(98-61)=
6818:  76x26x58=
6819:  87/94+(50x99)=
6820:  19x(67x66)=
6821:  34÷(11÷27)=
6822:  (67x89)-9=
6823:  (88x93)-52/82=
6824:  15-(10÷90)/53=
6825:  (2÷94)÷66/86=
6826:  51+14÷56=
6827:  8÷100÷68=
6828:  37+99x91=
6829:  82+(14÷27)=
6830:  84x(55x86)=
6831:  5+(43÷92)=
6832:  (14/29x28)/40÷10=
6833:  (6+97)-34=
6834:  84/29x84+97=
6835:  3/90÷(49/71÷76)=
6836:  (23x11)x73=
6837:  47+(52x42)=
6838:  76/92x94+28=
6839:  (73÷64)/43x60=
6840:  73+(96-14)=
6841:  99+(44+60)=
6842:  77/83x(29÷65)=
6843:  53/30+51+68=
6844:  (63x58)÷39=
6845:  37+(19/31x54)/74=
6846:  56x99+64/25=
6847:  (9/88+10)÷52=
6848:  71-(43÷91)=
6849:  18/93÷60+2=
6850:  (29-19)÷47/93=
6851:  58-(90/43+43)=
6852:  28-47÷53=
6853:  76x(64÷70)=
6854:  5+45-20=
6855:  (82x88)x96=
6856:  20÷(99+94)/90=
6857:  (76x55)/16+40=
6858:  70÷(20+97)=
6859:  82-6/25x14=
6860:  (83x62)x62=
6861:  (46÷34)÷33=
6862:  4x(27x2)=
6863:  67x(2÷32)=
6864:  48-(47/61x20)=
6865:  (26/90÷12)÷54=
6866:  37÷(49/31÷8)/50=
6867:  68x(91/4x68)/45=
6868:  (78-48)/61+1=
6869:  43/100x48x2=
6870:  53x(23+37)=
6871:  (94-67)x89/8=
6872:  (17÷59)+68=
6873:  (76x80)/93+65/81=
6874:  39x87/31+6=
6875:  (47+13)x95=
6876:  91÷28÷42=
6877:  5+(55÷89)=
6878:  (90÷3)x3=
6879:  (63÷4)÷24=
6880:  53÷22x77=
6881:  39x(50/21+30)=
6882:  34x67/24+100/26=
6883:  11/29x(32/32x99)=
6884:  47/91x(63x88)/88=
6885:  97-74÷74/25=
6886:  86-(33/66+82)/27=
6887:  95x(37÷29)=
6888:  21/94x15÷24=
6889:  (44+47)+72=
6890:  81x82÷99=
6891:  (66-35)x8=
6892:  82÷52x20=
6893:  (15÷34)÷84=
6894:  40+84+80=
6895:  (88-81)x1=
6896:  (42x34)x50=
6897:  (96/51÷75)/41x54/70=
6898:  27÷28+21=
6899:  39/48+(3+67)/78=
6900:  32x(27x72)=
6901:  (63/50÷9)÷74=
6902:  74÷(56+2)=
6903:  87/56+9÷70=
6904:  52/43÷86÷81=
6905:  37/26x13+86=
6906:  (48x54)-21=
6907:  90x(48/77÷26)=
6908:  16÷(66-63)=
6909:  13÷(74÷68)=
6910:  77-47-74/63=
6911:  (76÷83)÷58=
6912:  (1÷78)/18+92=
6913:  71/40÷43÷77/90=
6914:  88/60+3+88=
6915:  (56x14)÷75/9=
6916:  17x(88-61)=
6917:  24x(58-14)=
6918:  62/10+(79÷92)/3=
6919:  7÷(1x55)/93=
6920:  75÷(61x44)=
6921:  59x32x16=
6922:  (48+80)-64=
6923:  13/67+(81-27)/16=
6924:  71-(67÷47)/40=
6925:  49x(65/21+78)=
6926:  (35+99)÷37=
6927:  34/87x14+91=
6928:  (79x44)+83=
6929:  5+(95x96)=
6930:  (56-12)x98=
6931:  (59x86)÷55=
6932:  41x11+81=
6933:  9+100+87=
6934:  (15/32+69)/94÷90=
6935:  (78÷13)+96=
6936:  40x38/2x59=
6937:  44/30x(67+68)=
6938:  (20x15)-13=
6939:  (82÷79)÷52=
6940:  27x(92x15)/78=
6941:  85÷(12x45)=
6942:  86+(86x47)=
6943:  46+74/76x45=
6944:  94÷(74/37+41)=
6945:  (32x13)-6=
6946:  (92÷75)/4x99=
6947:  (81+88)-13=
6948:  53-(46+78)/99=
6949:  58÷12x40/59=
6950:  (89÷47)x59=
6951:  37÷(57x4)=
6952:  1÷(51x9)=
6953:  67÷(21x41)/19=
6954:  (54+94)+17=
6955:  (35+31)+55=
6956:  84x(82/56x89)=
6957:  (51x77)/61÷1=
6958:  (79-24)x31/44=
6959:  41÷79÷60=
6960:  (14x62)÷84=
6961:  (75x63)÷44=
6962:  8+(98x17)=
6963:  72÷(49x28)=
6964:  (49/62x89)x45=
6965:  (20/72+72)-28=
6966:  (15-7)÷39=
6967:  (82/20÷25)÷42=
6968:  46/34x(79÷26)/94=
6969:  (38÷32)/27+65=
6970:  81/94x(19÷74)=
6971:  (19/45x17)+80=
6972:  54/70+76x50=
6973:  (47÷50)÷75=
6974:  1x46÷76=
6975:  90/14x92-96=
6976:  86x(87+19)=
6977:  73x(86x45)/81=
6978:  14÷(85x68)=
6979:  24÷(50+65)=
6980:  17/19÷(5÷38)=
6981:  30÷51x85=
6982:  2÷59÷54/100=
6983:  11x56/25÷89=
6984:  63+(87÷41)=
6985:  65+(99+53)/94=
6986:  (36x75)x61=
6987:  (10x85)+59/12=
6988:  33+52-5=
6989:  55/79x(27+10)=
6990:  (86-70)/40x52=
6991:  (8+62)-34/100=
6992:  86+(53x7)=
6993:  (20+67)+75/60=
6994:  100/66+(66+64)=
6995:  67/5÷65/36÷30=
6996:  83÷1/89÷33=
6997:  62+84-43=
6998:  46-(85÷41)=
6999:  68÷(35÷88)=
7000:  (75÷78)+32=
7001:  (58-32)/1÷72=
7002:  96/67+(35+74)=
7003:  43+6+10=
7004:  21x51/21+2=
7005:  (85x28)-86=
7006:  53/41-(69+5)/95=
7007:  24x83x78=
7008:  (54÷96)+66=
7009:  (51/78x36)+7=
7010:  (49+63)-55=
7011:  77x(85÷41)=
7012:  (13x80)x51/1=
7013:  65x(14/87x55)=
7014:  (3x82)/37x17=
7015:  71x57x21=
7016:  (5/100+25)÷43=
7017:  (49-44)+3=
7018:  68+61-81/34=
7019:  48/62x(94-75)=
7020:  16÷79x99/52=
7021:  (83÷45)÷68/25=
7022:  (87+15)+87=
7023:  35+(51÷51)/23=
7024:  49+(97-45)/24=
7025:  27+12/78÷71=
7026:  52-(9+40)=
7027:  38/51÷57+54=
7028:  (94-60)-9=
7029:  (83x20)-10/7=
7030:  1-62/44÷51=
7031:  (67+100)x83=
7032:  64/54x59x98=
7033:  91-24-21=
7034:  24÷15/95÷43=
7035:  (35÷53)/50x97=
7036:  89-(98x8)/22=
7037:  22÷80÷51=
7038:  22x(84+11)=
7039:  53-9÷48=
7040:  (48/65+48)x81=
7041:  74÷13/19x70=
7042:  (80+73)+8=
7043:  4/52+(4/19x50)/22=
7044:  (45÷7)-66/64=
7045:  77÷57x18=
7046:  91+54+52/45=
7047:  28x56/61+29=
7048:  (84/54+56)-45=
7049:  45/8x(19÷27)/79=
7050:  (39÷82)÷92=
7051:  87-85+30=
7052:  67÷(54-45)=
7053:  35/59x55x21/56=
7054:  34+79/86÷70/16=
7055:  (10x34)/85÷24=
7056:  (85-64)-16=
7057:  86x30÷80=
7058:  91÷59x6=
7059:  87x(21÷66)/56=
7060:  37/22-(11÷26)/17=
7061:  (98-2)+51/7=
7062:  68x1+86=
7063:  (47÷45)x49=
7064:  94-(45+2)=
7065:  (89-66)x12=
7066:  54+74+87=
7067:  (83÷30)x23=
7068:  44+14-5=
7069:  44-(33÷87)=
7070:  10x93÷62=
7071:  27x77-37=
7072:  (32+54)/7÷48=
7073:  58+97/45-41/85=
7074:  9+(5+18)=
7075:  (2/75÷29)x28=
7076:  99/34x52x67=
7077:  12-25/28x42/56=
7078:  (72x40)+22=
7079:  74-(54+72)/74=
7080:  (12+95)-4=
7081:  (79+29)x6/90=
7082:  (65/35+75)x51=
7083:  (89x69)-38=
7084:  (11x17)+67=
7085:  30x57x94=
7086:  (40÷19)÷99=
7087:  (82x32)-68=
7088:  68/95÷27+78=
7089:  (4+51)-24=
7090:  (74+63)/46÷78=
7091:  2/1x89÷9=
7092:  43+71+33=
7093:  16+27/51x55=
7094:  (93x90)-64=
7095:  4x(11+78)=
7096:  86+80/38x56=
7097:  31x(58÷35)=
7098:  73-26+89=
7099:  (70÷49)/51+5=
7100:  (48x27)÷29=
7101:  (96+5)x31=
7102:  5+(8÷2)=
7103:  (32-20)x31/96=
7104:  (55x24)/25÷57=
7105:  (88x65)-97=
7106:  2/49+46+96=
7107:  61x23÷64=
7108:  71/71÷96÷46=
7109:  55-(6/29x13)=
7110:  47/59+93÷33=
7111:  11x(38-37)=
7112:  (93+15)x61/3=
7113:  35/74x71x41=
7114:  (47+45)-25=
7115:  5÷50x26=
7116:  36÷(36÷22)=
7117:  56/36+99÷79=
7118:  2+(87-5)/24=
7119:  (98x14)/54+66/65=
7120:  87/83x70÷74/78=
7121:  (60+94)-67=
7122:  13+85x9/7=
7123:  (6+57)+32=
7124:  36+28+92=
7125:  (4+98)x68/33=
7126:  57/83+66-50=
7127:  18x20-54/24=
7128:  85/59+41+23=
7129:  98/84x(17x46)/98=
7130:  14/83x(61÷69)/52=
7131:  46/22÷(20+53)=
7132:  62x13/91÷11=
7133:  82+(98/91÷19)=
7134:  57÷69/9x85=
7135:  15/69÷(75x39)=
7136:  (5+99)÷95/90=
7137:  64x64÷39=
7138:  (75x42)+17=
7139:  (87x83)/14x59=
7140:  83x54x9=
7141:  4x16÷31=
7142:  (83÷49)+72=
7143:  (71-15)x10=
7144:  (43x35)/79x69=
7145:  64-70/86x10=
7146:  13+25x92=
7147:  71+42-50=
7148:  76x72-17=
7149:  (94-26)/7÷47=
7150:  (67x21)÷69=
7151:  (91/36x58)÷100=
7152:  (44÷27)+83=
7153:  28÷67+82=
7154:  77/47÷2x47/79=
7155:  (77x53)x10=
7156:  3/3+(53+13)=
7157:  61+(49-40)=
7158:  35÷(28-19)=
7159:  23+(68x8)=
7160:  29x4÷40/83=
7161:  80÷75+31/80=
7162:  (84x52)÷19=
7163:  90+5÷100=
7164:  40/50+(17+67)=
7165:  (86+30)+91=
7166:  (43-38)÷57=
7167:  (47x63)/9+26=
7168:  (57x97)-28/95=
7169:  96+11-30=
7170:  84÷10+34=
7171:  89/69x(40x10)=
7172:  (42-8)/50÷11=
7173:  73/65x65+73=
7174:  15÷21÷53=
7175:  (1/48+14)+100=
7176:  75+(25÷87)=
7177:  58÷(89x87)/61=
7178:  9÷46x88/1=
7179:  (99+38)+9=
7180:  41÷(52x8)=
7181:  75x(87÷40)=
7182:  6+(83/32x91)=
7183:  79-34+32=
7184:  46+63/39÷16=
7185:  100÷91÷46=
7186:  23x12/67+80=
