1:  17/63x48÷17=16/21
5372:  (1÷87)÷4/57=19/116
5373:  (45-43)÷50/81=3’6/25
5374:  (31x27)x2/54=31
5375:  26÷38x92=62’18/19
5376:  61x11/72x12=111’5/6
5377:  83x52-45=4271
5378:  41+95÷89=42’6/89
5379:  86-(56-22)=52
5380:  50÷(82+29)=50/111
5381:  (28/82÷29)x27=378/1189
5382:  47+59/24x90=268’1/4
5383:  77÷68÷52=77/3536
5384:  33/46÷9÷55=1/690
5385:  97/4+(91x9)=843’1/4
5386:  71x(4+85)=6319
5387:  (21x65)/2-82=600’1/2
5388:  59x49÷16=180’11/16
5389:  (80-24)x60/82=40’40/41
5390:  (97÷15)/18x61=21’247/270
5391:  12÷(7x87)/44=176/203
5392:  (97÷24)x67=270’19/24
5393:  92+47÷17=94’13/17
5394:  92÷49/79÷22=6’400/539
5395:  75÷(24÷4)=12’1/2
5396:  70x51x19=67830
5397:  96÷55/65+78/94=114’147/517
5398:  (42÷78)÷83/57=399/1079
5399:  100÷(22÷97)=440’10/11
5400:  61+37/31x65=138’18/31
5401:  54+(92x86)=7966
5402:  (28/78÷19)+73=73’14/741
5403:  66+(35+13)=114
5404:  (73/33x56)-80=43’29/33
5405:  (90÷98)/44x33/52=135/10192
5406:  (75+26)x34=3434
5407:  42-2-64/83=39’19/83
5408:  4/18+(90/42÷32)=583/2016
5409:  17÷44+57=57’17/44
5410:  63+(44+53)=160
5411:  93/63+69÷7=11’1/3
5412:  (32x26)/4x52/1=10816
5413:  7/40+96-1=95’7/40
5414:  (23x41)÷79=11’74/79
5415:  97/86÷67+83=83’97/5762
5416:  19÷94x94/15=1’4/15
5417:  89x(36/4x58)=46458
5418:  (73-52)x71=1491
5419:  (44/50+60)+84=144’22/25
5420:  56+76-12=120
5421:  (13+21)x65=2210
5422:  (58÷23)x59=148’18/23
5423:  55÷(69/76x17)=3’661/1173
5424:  29x75-81=2094
5425:  34+90÷95=34’18/19
5426:  91-(28-7)=70
5427:  97x(14÷48)=28’7/24
5428:  56+25x12=356
5429:  5-(33/74÷78)=4’1913/1924
5430:  (47÷39)x32=38’22/39
5431:  32+(82x28)/41=88
5432:  (40/7x36)/4+78/27=54’20/63
5433:  (84x29)-100=2336
5434:  93x(61/98÷9)=6’127/294
5435:  (100/77x65)+99=183’32/77
5436:  15x29+62=497
5437:  18x30+39=579
5438:  7/88÷(91-72)=7/1672
5439:  96+27-19=104
5440:  (10÷33)+89=89’10/33
5441:  91÷15x92/86=6’316/645
5442:  20÷5+48/37=5’11/37
5443:  (73/38+68)-14=55’35/38
5444:  (41+90)x15/19=103’8/19
5445:  43x99÷10=425’7/10
5446:  (23+52)÷15=5
5447:  (15÷60)+60=60’1/4
5448:  48+(17x26)=490
5449:  (59-53)+32=38
5450:  (93x26)x5/18=671’2/3
5451:  (11÷46)+51=51’11/46
5452:  38+18x92=1694
5453:  (18+46)+28=92
5454:  (61x12)x3/64=34’5/16
5455:  65-(5÷81)=64’76/81
5456:  35/65÷30/11÷77=1/390
5457:  79x68+91=5463
5458:  13÷30+53=53’13/30
5459:  95÷(92÷10)=10’15/46
5460:  67/7÷(52÷8)=1’43/91
5461:  95+25+73=193
5462:  87÷27x61=196’5/9
5463:  97-(16+39)=42
5464:  (94/19x26)-42=86’12/19
5465:  (44+17)-84/10=52’3/5
5466:  43x70/20+53=203’1/2
5467:  (57+55)+37=149
5468:  88-(52+26)=10
5469:  68+(44x77)=3456
5470:  86÷10/88-21=735’4/5
5471:  55÷(29/67+16)/99=331’128/367
5472:  (20x68)+49=1409
5473:  55x89-83/72=4893’61/72
5474:  (14/5+56)+73=131’4/5
5475:  (9-1)/98÷23=4/1127
5476:  31÷(43+4)=31/47
5477:  (77+3)+62=142
5478:  79÷(69-14)=1’24/55
5479:  74÷(52+50)=37/51
5480:  (27/98+22)÷94/15=3’5109/9212
5481:  (80x62)÷56=88’4/7
5482:  (60+42)/26+35=38’12/13
5483:  70/21+(87-25)=65’1/3
5484:  7/27+42x14=588’7/27
5485:  45/24+98÷13/93=702’99/104
5486:  53+15x16=293
5487:  46x(87+79)=7636
5488:  (28+65)/2x4/94=1’46/47
5489:  81/88x7x72=463’10/11
5490:  (69/47+10)/98x32=3’35/47
5491:  4-22/82+39=42’30/41
5492:  (97-52)x13=585
5493:  15+(92÷43)=17’6/43
5494:  53÷(61/37x68)=1961/4148
5495:  (97+77)x98=17052
5496:  29-(95-30)/16=24’15/16
5497:  (52x70)÷36=101’1/9
5498:  66-(17+7)=42
5499:  (66-31)÷76/42=19’13/38
5500:  1÷56/43+8/91=89/104
5501:  (46+82)+100/9=139’1/9
5502:  (84-80)x1=4
5503:  (86x12)/39+12=38’6/13
5504:  61x87÷63/89=7497’4/21
5505:  (63+76)-75/8=129’5/8
5506:  (87+87)x97=16878
5507:  54x28÷46/47=1544’20/23
5508:  76-(46÷53)=75’7/53
5509:  39-37/22÷32=38’667/704
5510:  55/25+67/25+88=92’22/25
5511:  32÷(86/66x48)=22/43
5512:  21+(3+26)=50
5513:  78/96+(62+20)/77=1’1081/1232
5514:  15x(91÷43)=31’32/43
5515:  85+81/22+61=149’15/22
5516:  15÷13x14=16’2/13
5517:  (59x30)÷65=27’3/13
5518:  (90x30)+15=2715
5519:  (8+17)/31x55=44’11/31
5520:  50-30÷56/78=8’3/14
5521:  53+(71x84)=6017
5522:  26÷61÷55=26/3355
5523:  (46÷86)x48/59=1104/2537
5524:  79x(85÷17)=395
5525:  66/23÷(47+43)=11/345
5526:  74÷(58/92÷73)=8568’20/29
5527:  (100/71x85)÷97=1’1613/6887
5528:  74x(39+38)=5698
5529:  85/40+(45+71)=118’1/8
5530:  (95÷22)÷35=19/154
5531:  75-45/69+16=90’8/23
5532:  81x7-3/35=566’32/35
5533:  (1+39)÷22=1’9/11
5534:  (4/55÷49)x18=72/2695
5535:  98÷7+50=64
5536:  (22+17)-3=36
5537:  (69x67)x46=212658
5538:  76x14x29=30856
5539:  60x(71x60)=255600
5540:  27/94x(63x17)=307’59/94
5541:  33÷(84x36)=11/1008
5542:  18÷(71/15x7)=270/497
5543:  94/4+31-15=39’1/2
5544:  1x78÷31/62=156
5545:  97/86+47x6=283’11/86
5546:  14-(28/8+35)/19=11’37/38
5547:  40÷(3+30)/45=54’6/11
5548:  (38x98)-36/31=3722’26/31
5549:  (45-36)÷63=1/7
5550:  16+17+11=44
5551:  46/90x(73+97)=86’8/9
5552:  (74x62)÷85/30=1619’5/17
5553:  (91x30)/46-11=48’8/23
5554:  90÷83x28=30’30/83
5555:  (21x61)-60=1221
5556:  52x(62x93)/66=4542’10/11
5557:  75+85+62=222
5558:  51-52÷54=50’1/27
5559:  60x91+98=5558
5560:  72÷40x9=16’1/5
5561:  (13+83)+56=152
5562:  54÷73÷73=54/5329
5563:  (76÷44)/37+37/98=16921/39886
5564:  60x(79x76)=360240
5565:  95/66÷98x74=1’281/3234
5566:  (1/94+16)+94=110’1/94
5567:  39x(20/79x66)=651’51/79
5568:  50x16+28=828
5569:  (33+93)-76=50
5570:  21+21x33=714
5571:  (70x33)x60=138600
5572:  (77/47x2)+21=24’13/47
5573:  8-(26÷89)=7’63/89
5574:  83x(90÷93)/83=30/31
5575:  (75+58)x85=11305
5576:  78-(96-19)/67=76’57/67
5577:  (45x98)/21-68=142
5578:  (4/78+79)+71=150’2/39
5579:  98+68+59=225
5580:  66÷(86+55)=22/47
5581:  (57/100÷79)/99x57=361/86900
5582:  15/82+93/29-47/89=2’182379/211642
5583:  (24x53)÷30=42’2/5
5584:  84-47÷80/46=56’39/40
5585:  25÷26÷69=25/1794
5586:  44x77-2=3386
5587:  (3/52x48)÷47=36/611
5588:  93-17÷55=92’38/55
5589:  37÷97÷6=37/582
5590:  49x53x65=168805
5591:  61x50+16=3066
5592:  (55-18)+90=127
5593:  15÷(16÷85)/24=1912’1/2
5594:  87÷57/93÷60=2’139/380
5595:  7/21+65+31=96’1/3
5596:  80÷(57x40)/21=14/19
5597:  72-(37÷36)=70’35/36
5598:  65x(75+66)=9165
5599:  68/92+(27÷96)/25=13807/18400
5600:  38x3-75=39
5601:  (8+53)÷32=1’29/32
5602:  75x16x56=67200
5603:  90+27/98x21=95’11/14
5604:  43÷57/8÷1=6’2/57
5605:  82x23/25-27=48’11/25
5606:  49-8-5=36
5607:  2x25x99=4950
5608:  (19/22÷82)x92=437/451
5609:  55-4÷75=54’71/75
5610:  77x75x32=184800
5611:  (88-85)/60+55=55’1/20
5612:  (95/65x91)÷14=9’1/2
5613:  (79÷47)/82÷68/28=553/65518
5614:  (6+8)+88=102
5615:  81+55+18=154
5616:  (33+19)x97/19=265’9/19
5617:  93+(6÷94)=93’3/47
5618:  (58+15)+2=75
5619:  42x41/4-25/5=425’1/2
5620:  (50+16)÷42=1’4/7
5621:  (75x15)-93=1032
5622:  (8÷81)÷72=1/729
5623:  (51/2÷7)-67/54=2’76/189
5624:  29x73+81=2198
5625:  5÷32+83=83’5/32
5626:  86+(99÷8)=98’3/8
5627:  21+(86÷2)/23=22’20/23
5628:  (34+16)÷6/70=583’1/3
5629:  77-44÷81=76’37/81
5630:  69÷(40x64)/53=1’1097/2560
5631:  48+(62x21)/24=102’1/4
5632:  29+69÷99=29’23/33
5633:  (7+46)+18=71
5634:  25x5÷34=3’23/34
5635:  (60x70)-55=4145
5636:  75+51/86-33/6=70’4/43
5637:  97x(86+54)/50=271’3/5
5638:  77/40÷(29+24)=77/2120
5639:  (46/22+76)+64=142’1/11
5640:  19x99/8x94=22101’3/4
5641:  (67÷17)-12/91=3’1252/1547
5642:  60-(69÷31)=57’24/31
5643:  (72/57÷64)÷64=3/9728
5644:  93+(99-41)=151
5645:  26-(42/91÷15)/4=25’129/130
5646:  (39x51)x62/3=41106
5647:  54x99÷49=109’5/49
5648:  87x(73+7)/14=497’1/7
5649:  (19/83x26)+24=29’79/83
5650:  (30x20)-93=507
5651:  56-(57/17÷35)=55’538/595
5652:  49÷86x70/57=1715/2451
5653:  (6÷83)+81/81=1’6/83
5654:  88+(22+48)=158
5655:  (100+27)÷49/96=248’40/49
5656:  55x(57x20)=62700
5657:  45÷(80÷73)=41’1/16
5658:  13+84÷84=14
5659:  38x(65+92)=5966
5660:  31x(9+53)=1922
5661:  16+58÷93=16’58/93
5662:  61/28÷(56÷6)=183/784
5663:  20/6x(66x14)=3080
5664:  (40+82)/39+48=51’5/39
5665:  (85÷4)+10/50=21’9/20
5666:  19x80÷97=15’65/97
5667:  (1x32)x66=2112
5668:  87-(93-57)=51
5669:  63+63-6/40=125’17/20
5670:  35+(30+18)/87=35’16/29
5671:  (59+68)-40=87
5672:  (62+27)/21+56=60’5/21
5673:  91x16+59/63=1456’59/63
5674:  (83x21)/6-92=198’1/2
5675:  64/70+41x19/68=12’881/2380
5676:  25x(63/9x74)=12950
5677:  90+5÷10=90’1/2
5678:  32÷(79÷60)=24’24/79
5679:  (6÷8)x72=54
5680:  88/48+(66/28x39)/54=3’15/28
5681:  (72÷24)+30/53=3’30/53
5682:  (61-5)÷37=1’19/37
5683:  53÷(96÷100)/33=1821’7/8
5684:  (82x97)÷6=1325’2/3
5685:  (24÷88)+10=10’3/11
5686:  (1÷17)+29=29’1/17
5687:  39+(92x77)=7123
5688:  38/94+(48x87)=4176’19/47
5689:  (66x11)÷99=7’1/3
5690:  79÷27+95=97’25/27
5691:  94x(93÷88)=99’15/44
5692:  7x62x91/15=2632’14/15
5693:  29÷(97/54÷31)/82=41038’86/97
5694:  (42x48)÷11=183’3/11
5695:  19/84+95/41÷32=8227/27552
5696:  43x75÷88=36’57/88
5697:  73x87÷69=92’1/23
5698:  46+93x13/16=121’9/16
5699:  82+(82-10)=154
5700:  42÷13x95=306’12/13
5701:  (37÷99)+76=76’37/99
5702:  33/56+97+63=160’33/56
5703:  (60+24)x55=4620
5704:  98÷2x83/47=86’25/47
5705:  75+(34+27)/16=78’13/16
5706:  (87/34+71)x94=6914’9/17
5707:  1÷(5+39)=1/44
5708:  69-(64/51÷78)=68’1957/1989
5709:  (49-48)x40/92=10/23
5710:  13x7x16=1456
5711:  (18x31)x35=19530
5712:  55+(56x62)/35=154’1/5
5713:  26-(51/15+64)/84=25’83/420
5714:  (39+1)÷88=5/11
5715:  84x(11+64)/65=96’12/13
5716:  29/17+35÷84=2’25/204
5717:  90+26x61=1676
5718:  (88/94x38)÷60=418/705
5719:  31+97-36=92
5720:  74/68÷21x6=37/119
5721:  65/64x59÷6=9’379/384
5722:  77x64+19=4947
5723:  (29+44)÷3=24’1/3
5724:  60÷15/52÷19/66=722’10/19
5725:  51x98-65=4933
5726:  12x76+25=937
5727:  94÷(70/81+32)=2’1145/1331
5728:  94x(33+87)=11280
5729:  (84+53)+64=201
5730:  96-(69÷16)=91’11/16
5731:  83/3x(23+45)=1881’1/3
5732:  (77÷87)+41/90=1’889/2610
5733:  (27-13)+36/18=16
5734:  68x(20÷100)/55=68/275
5735:  (16+100)-100=16
5736:  75+(4/42x83)=82’19/21
5737:  (67x39)+49=2662
5738:  (22x64)/92+74=89’7/23
5739:  41÷(81-26)=41/55
5740:  69/11x93-68=515’4/11
5741:  (41/33÷10)/12÷8=41/31680
5742:  1÷(66x92)=1/6072
5743:  77/25-(21/53÷40)=3’743/10600
5744:  60x(11/19+38)/48=48’17/76
5745:  7-(15÷40)=6’5/8
5746:  39/2÷30÷71=13/1420
5747:  25x(58+34)=2300
5748:  66/16+61/77-80/93=4’3265/57288
5749:  (67x31)+49=2126
5750:  46+91÷55=47’36/55
5751:  (28÷25)/51+50=50’28/1275
5752:  54-(88/67x67)/99=53’1/9
5753:  81/45÷(57+34)=9/455
5754:  100-20/47x82/16=97’77/94
5755:  64+20-73=11
5756:  (80÷16)÷26=5/26
5757:  (98÷97)÷31/64=2’258/3007
5758:  (15x29)x54=23490
5759:  86x6-25=491
5760:  28/29÷25x67=2’426/725
5761:  27-78÷9=18’1/3
5762:  27÷(8/11÷29)=1076’5/8
5763:  (91-43)÷24=2
5764:  (49x36)+65=1829
5765:  (60/90+64)x63=4074
5766:  (75/76x46)÷74=1725/2812
5767:  (9+76)x86=7310
5768:  27-(45/50÷1)=26’1/10
5769:  (39÷18)+53=55’1/6
5770:  47-80÷93=46’13/93
5771:  44÷4/69-65/43=757’21/43
5772:  97/73÷25+34=34’97/1825
5773:  10-(89÷17)=4’13/17
5774:  42÷17/54x22=2935’1/17
5775:  98/18+(98/30÷15)=5’149/225
5776:  37/11x(16x22)/38=31’3/19
5777:  34x(49x25)=41650
5778:  57+(9+25)/35=57’34/35
5779:  (47÷93)x13=6’53/93
5780:  (59÷62)x74/95=2183/2945
5781:  40x82-47=3233
5782:  34x(69x37)=86802
5783:  (58÷80)+77=77’29/40
5784:  88÷(83/8+26)=2’122/291
5785:  84÷23x52=189’21/23
5786:  90÷89+94/53=2’3702/4717
5787:  77-31-85/9=36’5/9
5788:  (86x77)x97=642334
5789:  47x(98÷11)=418’8/11
5790:  60/45x57÷76=1
5791:  (89+57)x53=7738
5792:  46÷70+4/60=76/105
5793:  85x53x37=166685
5794:  (18+67)÷43=1’42/43
5795:  32-17+6=21
5796:  43÷57x21/71=301/1349
5797:  50+(94÷34)=52’13/17
5798:  24/71÷29x9=216/2059
5799:  (41+69)/63x74=129’13/63
5800:  73÷(45x77)=73/3465
5801:  36/86÷(55+55)=9/2365
5802:  80+(42÷16)=82’5/8
5803:  73x75-66=5409
5804:  3÷72/88÷84=11/252
5805:  (41/95+52)x2=104’82/95
5806:  74/74+20÷41=1’20/41
5807:  (30/57x57)/4-34/12=4’2/3
5808:  96+(9÷89)=96’9/89
5809:  81+23+1=105
5810:  72+25÷36/25=89’13/36
5811:  (24+41)/35+72/30=4’9/35
5812:  (51÷26)÷7=51/182
5813:  41x61/66÷67=2501/4422
5814:  (7x94)-13=645
5815:  62-4÷25=61’21/25
5816:  8÷80x75=7’1/2
5817:  (70x58)/83+89=137’76/83
5818:  78-60/2÷72=77’7/12
5819:  87x(56/24+50)=4553
5820:  (89+57)÷91=1’55/91
5821:  57÷(5+80)=57/85
5822:  97-(30/70÷16)=96’109/112
5823:  16x(1/27+40)/43=14’1042/1161
5824:  52/82x15/94+42/77=13707/21197
5825:  74÷(93+63)=37/78
5826:  (61+26)÷96=29/32
5827:  73+(66+54)=193
5828:  19+(10÷60)=19’1/6
5829:  45x(21x35)=33075
5830:  70/9x(39x33)=10010
5831:  (52x27)/86÷73=702/3139
5832:  70+(12/92+89)=159’3/23
5833:  (37x4)+80=228
5834:  64+74x7=582
5835:  (9x70)x32/82=245’35/41
5836:  23+(56÷97)=23’56/97
5837:  73÷(45x32)=73/1440
5838:  50/88÷42x69=575/616
5839:  20÷99÷5=4/99
5840:  87x9÷63=12’3/7
5841:  (2÷53)÷97=2/5141
5842:  36x74/72+96=133
5843:  100+97+68/10=203’4/5
5844:  1÷(78x54)/14=7/2106
5845:  51+(47x100)=4751
5846:  (77÷15)+34=39’2/15
5847:  68x96-72=6456
5848:  (56x81)x87/30=13154’2/5
5849:  29/48+(46/47x36)=35’1891/2256
5850:  77÷(43-34)=8’5/9
5851:  64/26x71+50/75=175’17/39
5852:  53÷41x56=72’16/41
5853:  52+99-34=117
5854:  100x(54+65)/49=242’6/7
5855:  (8+77)-64=21
5856:  (15+43)÷49=1’9/49
5857:  65-(71÷36)=63’1/36
5858:  38x58-27=2177
5859:  68+(71-32)=107
5860:  (3÷55)÷28=3/1540
5861:  100/65÷53x67=1’651/689
5862:  (84÷9)÷1=9’1/3
5863:  (31÷41)x5=3’32/41
5864:  (99/100÷36)+100=100’11/400
5865:  8-29÷25=6’21/25
5866:  (23+1)+70=94
5867:  72+82÷98=72’41/49
5868:  7-62/69÷34=6’1142/1173
5869:  (46x43)/25+47=126’3/25
5870:  9+34/81x56=32’41/81
5871:  61+25÷35=61’5/7
5872:  75÷50÷56=3/112
5873:  (2÷26)÷77=1/1001
5874:  41x18+67=805
5875:  (57+78)+2=137
5876:  (99/68+70)÷44/51=82’145/176
5877:  33÷7x27=127’2/7
5878:  (98-67)÷73=31/73
5879:  (8+40)-47=1
5880:  (85/63x99)-93=40’4/7
5881:  (94-82)x80=960
5882:  51x(6-4)=102
5883:  49/91+94/79x46=55’280/1027
5884:  (61x21)-68/84=1280’4/21
5885:  (39/19x59)÷18=6’83/114
5886:  (58+65)÷85=1’38/85
5887:  41÷74+23=23’41/74
5888:  (47+53)÷15=6’2/3
5889:  95÷56÷14=95/784
5890:  (69-65)+32=36
5891:  73/62+55÷67=1’4147/4154
5892:  (55÷60)+31/40=1’83/120
5893:  64+(14x13)=246
5894:  43÷(99+94)=43/193
5895:  34+(49/41÷63)=34’7/369
5896:  59÷(55÷39)=41’46/55
5897:  29+(19/56x63)/18=30’3/16
5898:  26/27x73-97/33=67’106/297
5899:  1+9/72+9=10’1/8
5900:  16x(73-42)=496
5901:  (38x85)/8+59/42=405’13/84
5902:  31x54/33-43=7’8/11
5903:  (85+74)÷24/9=59’5/8
5904:  56-(100÷64)=54’7/16
5905:  52x(54x34)=95472
5906:  (68x45)x46=140760
5907:  12/80÷21+64=64’1/140
5908:  29÷24/48÷69=58/69
5909:  (37÷1)÷76=37/76
5910:  25x94÷85=27’11/17
5911:  28-(28÷42)=27’1/3
5912:  80÷53/75÷20=5’35/53
5913:  (44+92)÷88=1’6/11
5914:  92-89÷86=90’83/86
5915:  15-98÷59=13’20/59
5916:  80x(89x1)=7120
5917:  14x(16÷17)=13’3/17
5918:  48/50÷(11x22)=12/3025
5919:  58/4÷(59+94)=29/306
5920:  8+65x57=3713
5921:  (39x19)x65=48165
5922:  79/47+(64/67x37)=37’76/3149
5923:  55+43÷24=56’19/24
5924:  (8x84)-70=602
5925:  84x19+62=1658
5926:  60+(49/27+94)=155’22/27
5927:  (51x23)x39=45747
5928:  (58/61x8)+76=83’37/61
5929:  41x(70/92+32)=1343’9/46
5930:  85/66-(9÷100)=1’653/3300
5931:  29-(77-47)/69=28’13/23
5932:  39+34-9=64
5933:  95÷81/50÷71=4750/5751
5934:  32+25x37=957
5935:  70x59x4=16520
5936:  (80-8)x82=5904
5937:  6÷27/25÷59/95=8’502/531
5938:  1+(96÷79)/65=1’96/5135
5939:  96÷(99/35+46)=1’1651/1709
5940:  7÷(8x44)=7/352
5941:  (29÷82)÷40/78=1131/1640
5942:  (39-25)÷97=14/97
5943:  80/62÷(78÷11)/23=4’224/1209
5944:  99/48+(47÷8)/2=5
5945:  (20/99x31)+28=34’26/99
5946:  58-5+19=72
5947:  (13x86)x34/100=380’3/25
5948:  57÷(76-69)=8’1/7
5949:  84÷23+78/91=4’82/161
5950:  31÷2x19=294’1/2
5951:  (74x47)/57+17=78’1/57
5952:  (94÷45)÷15=94/675
5953:  55+83x30=2545
5954:  (89/43÷89)x58/63=58/2709
5955:  (30x74)+11=2231
5956:  (100x25)-36=2464
5957:  41÷(29÷58)=82
5958:  (17+4)/1+25=46
5959:  34÷(47/3x91)=102/4277
5960:  (34x54)÷2/49=44982
5961:  63÷(84x83)=3/332
5962:  55+(64/8÷20)=55’2/5
5963:  30x18+45=585
5964:  63-(31÷84)=62’53/84
5965:  46+7x34/88=48’31/44
5966:  72÷13+18=23’7/13
5967:  (46-22)x37=888
5968:  (83+35)÷37=3’7/37
5969:  71÷50+7=8’21/50
5970:  82+44+40/29=127’11/29
5971:  57-88/4+32=67
5972:  43+(65+67)=175
5973:  (6/87÷90)+31=31’1/1305
5974:  67-5+55=117
5975:  97x29-86=2727
5976:  (35÷83)/38÷25=7/15770
5977:  41/57÷(12÷13)=533/684
5978:  (30/73x27)÷48=135/584
5979:  68+63÷7=77
5980:  (62+2)x36=2304
5981:  63÷(40x10)=63/400
5982:  13÷77÷27=13/2079
5983:  24÷24/74+32/78=74’16/39
5984:  40x46+84=1924
5985:  (71x46)-10=3256
5986:  16/98+(54/44÷46)=9419/49588
5987:  66÷20-49/59=2’277/590
5988:  38÷84/30+58=71’4/7
5989:  (82÷7)÷91=82/637
5990:  (76/57+32)+91=124’1/3
5991:  69x43÷53/76=4254’30/53
5992:  56+(8/7x28)=88
5993:  (52÷97)÷46=26/2231
5994:  61x83x16=81008
5995:  12÷46x76=19’19/23
5996:  34+(40/26÷14)/7=34’10/637
5997:  98+27x40/1=1178
5998:  (67+15)-3=79
5999:  (86÷6)+29=43’1/3
6000:  92x90÷57/69=10023’3/19
6001:  (55x27)-42=1443
6002:  32/44÷17x8=64/187
6003:  35÷(10x13)=7/26
6004:  80+22-8=94
6005:  67x96/56+95=209’6/7
6006:  59+(99-12)=146
6007:  (29÷56)/29+1=1’1/56
6008:  (97-13)x44=3696
6009:  24x96+19/50=2304’19/50
6010:  14x44/41-8=7’1/41
6011:  87÷(87-71)=5’7/16
6012:  (65+55)+89=209
6013:  11+65+5/3=77’2/3
6014:  5x54÷55=4’10/11
6015:  89÷(49/55÷11)=1098’43/49
6016:  22+(52-33)=41
6017:  (81÷26)/27x26=3
6018:  43/15x(20+89)=312’7/15
6019:  80÷(8x35)=2/7
6020:  20+29÷21/64=108’8/21
6021:  29x1x84/2=1218
6022:  64÷68x96=90’6/17
6023:  20÷44x40=18’2/11
6024:  27-(74÷50)=25’13/25
6025:  (96-81)+13=28
6026:  (11x30)÷63/63=330
6027:  (36x69)÷22=112’10/11
6028:  97÷(71÷62)/74=6268’8/71
6029:  (14/26+60)÷43=1’228/559
6030:  42÷(46÷2)=1’19/23
6031:  7x63x15=6615
6032:  6/87x14÷67=28/1943
6033:  (49+68)x74=8658
6034:  99+92x68/36=272’7/9
6035:  (45-21)x98=2352
6036:  (75-33)+69=111
6037:  (27/5+3)x14=117’3/5
6038:  58÷(48/98+4)=12’101/110
6039:  24/75x7-18/83=2’48/2075
6040:  (94x19)x68=121448
6041:  24÷(79+14)/83=21’13/31
6042:  55÷76+42=42’55/76
6043:  83/73÷71+11/73=864/5183
6044:  (78÷35)/12÷78=1/420
6045:  (65+52)x17=1989
6046:  83÷4÷34=83/136
6047:  57÷(66÷18)=15’6/11
6048:  26/72x26/12x89=69’137/216
6049:  68÷(32÷21)=44’5/8
6050:  67-(5+33)/11=63’6/11
6051:  49/72x36+55=79’1/2
6052:  96/1+(71x42)/89=129’45/89
6053:  53x(15+40)=2915
6054:  (46÷62)x84=62’10/31
6055:  (76-34)-56/94=41’19/47
6056:  43x22-53=893
6057:  33÷11+94=97
6058:  (74-46)/97÷89=28/8633
6059:  3+42x84=3531
6060:  89+68x19/72=106’17/18
6061:  53÷(46/55+52)=1’9/2906
6062:  100÷(71+77)/64=43’9/37
6063:  85x6÷79=6’36/79
6064:  62-62/19÷65=61’1173/1235
6065:  35÷100x88=30’4/5
6066:  1+(100x34)=3401
6067:  (76+43)x51/15=404’3/5
6068:  (48-13)+33=68
6069:  58÷(38+48)=29/43
6070:  70÷10/36x31=7812
6071:  (3x12)÷95=36/95
6072:  (91+45)+82=218
6073:  55÷(7÷51)=400’5/7
6074:  41-66÷41=39’16/41
6075:  79x100x7/73=757’39/73
6076:  34+(72+9)=115
6077:  58+33-44/35=89’26/35
6078:  99÷(10÷71)=702’9/10
6079:  (100+5)÷55=1’10/11
6080:  (69+64)/18÷81=133/1458
6081:  67÷(84x80)=67/6720
6082:  65+55÷26=67’3/26
6083:  (67x29)/50÷44=1943/2200
6084:  (44x25)+42=1142
6085:  36÷(4/10x59)=1’31/59
6086:  42/94÷(20+46)=7/1034
6087:  85+44-93/4=105’3/4
6088:  3/70÷(43/6x99)=1/16555
6089:  77/53x84+17=139’2/53
6090:  50/87÷(11÷21)=1’31/319
6091:  46+57/70-42=4’57/70
6092:  11/94÷73+38=38’11/6862
6093:  93+45+34=172
6094:  92÷(32x78)=23/624
6095:  6÷(100÷94)/70=394’4/5
6096:  (100x46)x33=151800
6097:  80+(78x68)=5384
6098:  4x73x79=23068
6099:  36/13x(90+53)=396
6100:  3÷(83+65)=3/148
6101:  33-(11÷32)=32’21/32
6102:  (61-33)÷44=7/11
6103:  11x39÷63=6’17/21
6104:  (37x76)x49/20=6889’2/5
6105:  (69+31)+51=151
6106:  18+5÷66/73=23’35/66
6107:  7x98-86=600
6108:  (45+11)÷79=56/79
6109:  100+(34-13)/86=100’21/86
6110:  (66÷88)÷74=3/296
6111:  (78/90+20)/87x4=1252/1305
6112:  (35+47)-47=35
6113:  73÷76÷42=73/3192
6114:  58-15÷53=57’38/53
6115:  93-(17÷6)/65=92’373/390
6116:  58+16-57=17
6117:  1÷(12x5)=1/60
6118:  (33÷31)/82+1=1’33/2542
6119:  (100/63x58)x90=8285’5/7
6120:  88/72÷62+20/8=2’145/279
6121:  21-(45-32)=8
6122:  (45x34)÷34/4=180
6123:  99/87x68+40=117’11/29
6124:  61x(80x19)/20=4636
6125:  77/97x61x12=581’7/97
6126:  (44+37)÷37/42=91’35/37
6127:  60/37x94-98=54’16/37
6128:  70x55x91=350350
6129:  64÷(23÷50)=139’3/23
6130:  25x(25/47+8)/65=3’172/611
6131:  (49+80)-86=43
6132:  79x46+88=3722
6133:  (51+24)÷8=9’3/8
6134:  (22/36x38)/10x78=181’2/15
6135:  78÷(9x74)=13/111
6136:  87x55+43=4828
6137:  (96-63)-27=6
6138:  (46/51+60)+18=78’46/51
6139:  95÷(44-41)/38=1203’1/3
6140:  (33+28)+39/66=61’13/22
6141:  (88÷16)÷21/54=14’1/7
6142:  (3x95)÷97/31=91’8/97
6143:  (90x6)+16/50=540’8/25
6144:  26x62+56/47=1613’9/47
6145:  (70+24)+64=158
6146:  47÷(22x6)=47/132
6147:  (51÷89)+79=79’51/89
6148:  52÷(10/51÷7)=1856’2/5
6149:  92x85+57=7877
6150:  30/71+(11+89)=100’30/71
6151:  76-(4+8)=64
6152:  (51+13)-42=22
6153:  (88/65÷31)x81=3’1083/2015
